Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
41;21100810612;"IEEJ Journal of Industry Applications";journal;"21871108, 21871094";0,423;Q2;26;130;276;2645;412;276;1,61;20,35;Japan;Asiatic Region;"The Institute of Electrical Engineers of Japan";"2012-2023";"Automotive Engineering (Q2); Electrical and Electronic Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q2); Energy Engineering and Power Technology (Q3)";"Energy; Engineering"
42;4700152264;"International Journal of Automotive Technology";journal;"12299138";0,419;Q2;53;137;449;3939;874;449;1,81;28,75;South Korea;Asiatic Region;"Korean Society of Automotive Engineers";"2000-2023";"Automotive Engineering (Q2)";"Engineering"
43;71359;"Journal of the Brazilian Society of Mechanical Sciences and Engineering";journal;"16785878, 18063691";0,413;Q2;56;653;1798;27561;4150;1794;2,06;42,21;Germany;Western Europe;"Springer Verlag";"2003-2023";"Aerospace Engineering (Q2); Automotive Engineering (Q2); Engineering (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q2); Applied Mathematics (Q3)";"Engineering; Mathematics"
44;19600157217;"International Journal of Intelligent Transportation Systems Research";journal;"18688659";0,402;Q2;24;46;147;1681;328;147;1,66;36,54;Germany;Western Europe;"Springer Verlag";"2010-2023";"Aerospace Engineering (Q2); Automotive Engineering (Q2); Applied Mathematics (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Neuroscience (miscellaneous) (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics; Neuroscience"
45;23977;"International Journal of Automotive Technology and Management";journal;"14709511, 17415012";0,398;Q2;27;20;63;1098;111;60;1,83;54,90;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2001-2023";"Automotive Engineering (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Engineering"
46;21101089657;"Drone Systems and Applications";journal;"25644939";0,389;Q2;28;22;44;1015;113;41;1,59;46,14;Canada;Northern America;"Canadian Science Publishing";"2022-2023";"Automotive Engineering (Q2); Aerospace Engineering (Q3); Computer Science Applications (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)";"Computer Science; Engineering; Mathematics"
47;21100853663;"Urban Rail Transit";journal;"21996679, 21996687";0,370;Q2;22;26;60;906;111;60;1,72;34,85;Germany;Western Europe;"Springer Verlag";"2015-2023";"Automotive Engineering (Q2); Geography, Planning and Development (Q2); Urban Studies (Q2); Civil and Structural Engineering (Q3); Electrical and Electronic Engineering (Q3); Transportation (Q3)";"Engineering; Social Sciences"
48;21101176033;"Mechanical Engineering for Society and Industry";journal;"27985245";0,361;Q2;7;17;25;685;108;20;4,32;40,29;Indonesia;Asiatic Region;"Universitas Muhammadiyah Magelang";"2021-2023";"Automotive Engineering (Q2); Fuel Technology (Q3); Mechanical Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
49;21100872775;"International Journal of Vehicle Performance";journal;"17453194, 17453208";0,347;Q2;13;20;60;605;96;59;1,39;30,25;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2013-2023";"Automotive Engineering (Q2); Computer Science Applications (Q3); Fuel Technology (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3); Safety, Risk, Reliability and Quality (Q3)";"Computer Science; Energy; Engineering; Mathematics"
50;19700174711;"SAE International Journal of Engines";journal;"19463944, 19463936";0,339;Q2;72;48;184;2048;279;184;1,44;42,67;United States;Northern America;"SAE International";"2008-2023";"Automotive Engineering (Q2); Fuel Technology (Q3)";"Energy; Engineering"
51;21100834323;"Emission Control Science and Technology";journal;"21993629, 21993637";0,331;Q2;22;17;78;716;122;78;1,37;42,12;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2023";"Automotive Engineering (Q2); Health, Toxicology and Mutagenesis (Q3); Management, Monitoring, Policy and Law (Q3); Pollution (Q3)";"Engineering; Environmental Science"
52;16884;"Periodica Polytechnica Transportation Engineering";journal;"03037800";0,331;Q2;20;48;129;1255;178;128;1,24;26,15;Hungary;Eastern Europe;"Budapest University of Technology and Economics";"1973, 1976, 1979-1982, 1987-1988, 1996-2023";"Automotive Engineering (Q2); Aerospace Engineering (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q3)";"Engineering; Mathematics"
53;13900154710;"Latin American Journal of Solids and Structures";journal;"16797825, 16797817";0,328;Q2;42;40;225;1243;327;224;1,44;31,08;Brazil;Latin America;"";"2003-2023";"Automotive Engineering (Q2); Aerospace Engineering (Q3); Civil and Structural Engineering (Q3); Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Ocean Engineering (Q3)";"Engineering; Materials Science"
54;20799;"Transport";journal;"16484142, 16483480";0,319;Q2;41;20;126;941;207;126;1,24;47,05;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"1980-1992, 2002-2023";"Automotive Engineering (Q2); Mechanical Engineering (Q3)";"Engineering"
55;17700154922;"International Review of Electrical Engineering";journal;"25332244, 18276660";0,314;Q2;32;37;166;1239;229;166;1,12;33,49;Italy;Western Europe;"Praise Worthy Prize";"2008-2023";"Automotive Engineering (Q2); Applied Mathematics (Q3); Electrical and Electronic Engineering (Q3); Energy (miscellaneous) (Q3); Instrumentation (Q3)";"Energy; Engineering; Mathematics; Physics and Astronomy"
56;21101041536;"SAE International Journal of Connected and Automated Vehicles";journal;"25740741, 2574075X";0,309;Q2;7;33;95;1277;129;88;1,32;38,70;United States;Northern America;"SAE International";"2019-2023";"Automotive Engineering (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3)";"Computer Science; Engineering"
57;21101045277;"LOGI - Scientific Journal on Transport and Logistics";journal;"23363037";0,303;Q2;8;30;67;794;95;67;1,35;26,47;Poland;Eastern Europe;"Sciendo";"2019-2023";"Automotive Engineering (Q2); Business and International Management (Q3); Civil and Structural Engineering (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
58;21100201070;"Archives of Transport";journal;"08669546";0,300;Q2;18;36;112;1437;162;112;1,29;39,92;Poland;Eastern Europe;"Warsaw University of Technology";"2010-2023";"Automotive Engineering (Q2); Transportation (Q3)";"Engineering; Social Sciences"
59;21100228305;"International Review of Automatic Control";journal;"19746059, 25332260";0,287;Q3;16;26;104;902;126;104;1,33;34,69;Italy;Western Europe;"Praise Worthy Prize S.r.l";"2010, 2012-2023";"Automotive Engineering (Q3); Control and Systems Engineering (Q3); Discrete Mathematics and Combinatorics (Q3); Instrumentation (Q3); Logic (Q3)";"Engineering; Mathematics; Physics and Astronomy"
60;25922;"Qiche Gongcheng/Automotive Engineering";journal;"1000680X";0,286;Q3;21;230;670;5737;835;670;1,22;24,94;China;Asiatic Region;"Society of Automotive Engineers of China (SAE-China)";"2001-2003, 2010-2023";"Automotive Engineering (Q3)";"Engineering"
61;21101038528;"Automotive Experiences";journal;"26156636, 26156202";0,280;Q3;12;46;72;2336;163;71;2,42;50,78;Indonesia;Asiatic Region;"Universitas Muhammadiyah Magelang";"2018-2023";"Automotive Engineering (Q3); Fuel Technology (Q3); Transportation (Q3)";"Energy; Engineering; Social Sciences"
62;19900192538;"European Transport - Trasporti Europei";journal;"18253997";0,274;Q3;25;51;132;1311;129;131;0,81;25,71;Italy;Western Europe;"Universita degli Studi di Trieste";"1995-1996, 2006, 2008, 2010-2013, 2015-2023";"Automotive Engineering (Q3); Transportation (Q3)";"Engineering; Social Sciences"
63;21100235622;"International Journal of Automotive and Mechanical Engineering";journal;"22298649, 21801606";0,273;Q3;32;61;225;2169;336;225;1,38;35,56;Malaysia;Asiatic Region;"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang";"2010-2023";"Automotive Engineering (Q3); Mechanical Engineering (Q3)";"Engineering"
64;21101027629;"SAE International Journal of Electrified Vehicles";journal;"26913755, 26913747";0,270;Q3;27;28;63;1611;66;62;1,06;57,54;United States;Northern America;"SAE International";"2020-2023";"Automotive Engineering (Q3); Fuel Technology (Q3)";"Energy; Engineering"
65;21100384006;"International Journal of Intelligent Unmanned Systems";journal;"20496427, 20496435";0,267;Q3;16;36;89;1067;156;84;1,05;29,64;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2023";"Automotive Engineering (Q3); Economics and Econometrics (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q4)";"Economics, Econometrics and Finance; Engineering; Mathematics"
66;83179;"International Journal of Heavy Vehicle Systems";journal;"17415152, 1744232X";0,259;Q3;25;42;112;1317;107;112;0,73;31,36;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2023";"Automotive Engineering (Q3); Mechanical Engineering (Q3)";"Engineering"
67;21100826258;"Ocean Systems Engineering";journal;"20936702, 2093677X";0,258;Q3;10;19;56;721;56;56;0,97;37,95;South Korea;Asiatic Region;"Techno-Press";"2017-2023";"Automotive Engineering (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Ocean Engineering (Q3); Water Science and Technology (Q3); Modeling and Simulation (Q4)";"Engineering; Environmental Science; Mathematics"
68;11600153305;"International Journal of Electric and Hybrid Vehicles";journal;"17514096, 17514088";0,256;Q3;20;18;58;645;68;58;0,86;35,83;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2023";"Automotive Engineering (Q3); Fuel Technology (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
69;18185;"Tire Science and Technology";journal;"00908657";0,245;Q3;30;0;16;0;18;16;1,25;0,00;United States;Northern America;"Tire Society Inc.";"1973-1980, 1985, 1987-2022";"Automotive Engineering (Q3); Mechanics of Materials (Q3); Polymers and Plastics (Q3)";"Engineering; Materials Science"
70;71244;"Communications - Scientific Letters of the University of Zilina";journal;"13354205, 25857878";0,239;Q3;25;78;268;2238;277;268;1,11;28,69;Slovakia;Eastern Europe;"University of Zilina";"2003-2023";"Automotive Engineering (Q3); Civil and Structural Engineering (Q3); Computer Networks and Communications (Q3); Economics and Econometrics (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Transportation (Q4)";"Computer Science; Economics, Econometrics and Finance; Engineering; Social Sciences"
71;21100223305;"Transport Problems";journal;"18960596";0,239;Q3;20;72;214;1865;192;214;0,85;25,90;Poland;Eastern Europe;"The Silesian University of Technology, Faculty of Transport";"2012-2023";"Automotive Engineering (Q3); Mechanical Engineering (Q3); Transportation (Q4)";"Engineering; Social Sciences"
72;19700174664;"SAE International Journal of Commercial Vehicles";journal;"1946391X, 19463928";0,234;Q3;26;18;102;572;118;97;1,12;31,78;United States;Northern America;"SAE International";"2009-2023";"Automotive Engineering (Q3)";"Engineering"
73;29420;"Metal Powder Report";journal;"18734065, 00260657";0,233;Q3;31;0;85;0;112;85;1,26;0,00;United Kingdom;Western Europe;"MA Healthcare Ltd";"1983-2021";"Automotive Engineering (Q3); Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Aerospace Engineering (Q4)";"Engineering; Materials Science"
74;21100447815;"International Journal of Automotive Engineering";journal;"21850992, 21850984";0,224;Q3;11;12;73;314;47;73;0,55;26,17;Japan;Asiatic Region;"Society of Automotive Engineers of Japan Inc";"2012, 2015-2023";"Automotive Engineering (Q3); Fluid Flow and Transfer Processes (Q3); Human Factors and Ergonomics (Q3); Safety, Risk, Reliability and Quality (Q3)";"Chemical Engineering; Engineering; Social Sciences"
75;21100337502;"MM Science Journal";journal;"18050476, 18031269";0,223;Q3;17;131;388;3052;291;387;0,72;23,30;Czech Republic;Eastern Europe;"MM Science Journal";"2014-2023";"Automotive Engineering (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3)";"Engineering"
76;21100935803;"Transactions on Transport Sciences";journal;"18029876";0,221;Q3;6;23;61;879;44;59;0,71;38,22;Czech Republic;Eastern Europe;"Palacky University in Olomouc";"2017-2023";"Automotive Engineering (Q3); Applied Psychology (Q4); Civil and Structural Engineering (Q4); Management, Monitoring, Policy and Law (Q4); Transportation (Q4)";"Engineering; Environmental Science; Psychology; Social Sciences"
77;21100840720;"Transactions on Maritime Science";journal;"18483305, 18483313";0,220;Q3;11;40;129;1385;118;119;1,00;34,63;Croatia;Eastern Europe;"Faculty of Maritime Studies";"2017-2023";"Law (Q2); Automotive Engineering (Q3); Ocean Engineering (Q3); Water Science and Technology (Q3); Transportation (Q4)";"Engineering; Environmental Science; Social Sciences"
78;21101079106;"Journal of Automotive Safety and Energy";journal;"16748484";0,215;Q3;10;40;208;915;166;208;0,92;22,88;China;Asiatic Region;"Tsinghua University Press";"2019-2023";"Automotive Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Control and Systems Engineering (Q4); Mechanical Engineering (Q4)";"Engineering"
79;18869;"International Journal of Vehicle Design";journal;"01433369";0,212;Q3;48;63;106;2085;131;104;0,73;33,10;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"1979-2023";"Automotive Engineering (Q3); Mechanical Engineering (Q4)";"Engineering"
80;21100829177;"Journal of the Korean Society for Railway";journal;"17386225, 22882235";0,210;Q3;6;85;318;1336;87;318;0,27;15,72;South Korea;Asiatic Region;"Korean Society for Railway";"2017-2023";"Automotive Engineering (Q3); Geography, Planning and Development (Q3); Civil and Structural Engineering (Q4); Energy Engineering and Power Technology (Q4); Strategy and Management (Q4); Transportation (Q4)";"Business, Management and Accounting; Energy; Engineering; Social Sciences"
81;21100922651;"International Journal of Transport Development and Integration";journal;"20588305, 20588313";0,209;Q3;12;37;84;1552;88;84;1,14;41,95;Canada;Northern America;"International Information and Engineering Technology Association";"2017-2023";"Automotive Engineering (Q3); Civil and Structural Engineering (Q4); Transportation (Q4)";"Engineering; Social Sciences"
82;18700156728;"International Journal of Vehicle Information and Communication Systems";journal;"17418208, 14710242";0,208;Q3;11;23;70;569;45;70;0,43;24,74;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005, 2008-2009, 2011, 2013, 2017-2023";"Automotive Engineering (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
83;21101104873;"SAE International Journal of Passenger Vehicle Systems";journal;"27703460, 27703479";0,208;Q3;31;14;55;501;49;55;1,05;35,79;United States;Northern America;"SAE International";"2022-2023";"Automotive Engineering (Q3); Mechanical Engineering (Q4); Modeling and Simulation (Q4); Safety, Risk, Reliability and Quality (Q4)";"Engineering; Mathematics"
84;21100239259;"SAE Technical Papers";conference and proceedings;"26883627, 01487191";0,207;-;122;1855;6017;39378;3095;5964;0,55;21,23;United States;Northern America;"SAE International";"1906-2023";"Automotive Engineering; Industrial and Manufacturing Engineering; Pollution; Safety, Risk, Reliability and Quality";"Engineering; Environmental Science"
85;21100870580;"Transactions of the Korean Society of Automotive Engineers";journal;"12256382, 22340149";0,205;Q3;7;109;335;1704;110;335;0,33;15,63;South Korea;Asiatic Region;"Korean Society of Automotive Engineers";"2018-2023";"Automotive Engineering (Q3)";"Engineering"
