Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
90;21100894851;"International Journal of Supply and Operations Management";journal;"23831359, 23832525";0,254;Q3;11;28;83;1581;120;83;1,41;56,46;Iran;Middle East;"Kharazmi University";"2018-2023";"Civil and Structural Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
91;21100207616;"International Journal of Sociotechnology and Knowledge Development";journal;"19416253, 19416261";0,253;Q3;16;9;104;1075;149;104;1,20;119,44;United States;Northern America;"IGI Global Publishing";"2009-2023";"Information Systems and Management (Q3); Computer Science Applications (Q4)";"Computer Science; Decision Sciences"
92;21101176015;"Data and Metadata";journal;"29534917";0,251;Q3;15;90;44;2347;178;44;4,05;26,08;Argentina;Latin America;"Editorial Salud, Ciencia y Tecnología";"2022-2023";"Computer Science (miscellaneous) (Q3); Information Systems (Q3); Information Systems and Management (Q3); Health Information Management (Q4)";"Computer Science; Decision Sciences; Health Professions"
93;19400157135;"International Journal of Knowledge Management Studies";journal;"17438276, 17438268";0,246;Q3;16;15;66;1271;100;66;1,56;84,73;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2007, 2009-2012, 2014-2023";"Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
94;21100944442;"Journal of System and Management Sciences";journal;"18166075, 18180523";0,246;Q3;13;213;249;9484;443;249;1,67;44,53;Hong Kong;Asiatic Region;"";"2019-2023";"Information Systems (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
95;19400157163;"IFIP Advances in Information and Communication Technology";book series;"18684238, 1868422X";0,242;Q3;66;841;2986;21978;2610;2766;0,75;26,13;United States;Northern America;"Springer New York";"2000-2023";"Computer Networks and Communications (Q3); Information Systems (Q3); Information Systems and Management (Q3)";"Computer Science; Decision Sciences"
96;21100830705;"Journal of Information Technology Management";journal;"20085893, 24235059";0,242;Q3;13;66;200;2275;337;200;1,72;34,47;Iran;Middle East;"University of Tehran";"2017-2023";"Information Systems (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
97;21100983359;"CERN IdeaSquare Journal of Experimental Innovation";journal;"24139505";0,238;Q3;6;21;40;541;39;32;1,07;25,76;Switzerland;Western Europe;"CERN Publishing";"2017-2023";"Information Systems and Management (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Decision Sciences"
98;21100831441;"TEM Journal";journal;"22178309, 22178333";0,238;Q3;22;282;725;9329;940;725;1,22;33,08;Serbia;Eastern Europe;"UIKTEN - Association for Information Communication Technology Education and Science";"2017-2023";"Computer Science (miscellaneous) (Q3); Education (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
99;21101037310;"Register: Jurnal Ilmiah Teknologi Sistem Informasi";journal;"25023357, 25030477";0,236;Q3;7;14;41;586;75;41;1,89;41,86;Indonesia;Asiatic Region;"Universitas Pesantren Tinggi Darul Ulum";"2015-2023";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q3); Artificial Intelligence (Q4); Decision Sciences (miscellaneous) (Q4); Information Systems (Q4)";"Computer Science; Decision Sciences"
100;88934;"Journal of Cases on Information Technology";journal;"15487717, 15487725";0,233;Q3;19;20;83;861;110;83;1,24;43,05;United States;Northern America;"IGI Publishing";"2005-2023";"Information Systems and Management (Q3); Strategy and Management (Q3); Computer Science Applications (Q4); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
101;21100896465;"International Journal of Customer Relationship Marketing and Management";journal;"19479247, 19479255";0,230;Q3;6;8;54;467;70;54;1,03;58,38;United States;Northern America;"IGI Global Publishing";"2018-2023";"Business and International Management (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Marketing (Q3); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
102;4100151706;"International Journal of Business Intelligence and Data Mining";journal;"17438195, 17438187";0,224;Q3;22;31;168;1137;148;168;0,77;36,68;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Information Systems and Management (Q3); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences"
103;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q3;23;28;145;1805;96;138;0,52;64,46;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2023";"Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Business and International Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
104;21100220467;"International Journal of Knowledge-Based Development";journal;"20404476, 20404468";0,217;Q3;24;27;46;829;56;44;0,96;30,70;Switzerland;Western Europe;"Inderscience";"2010-2023";"Information Systems and Management (Q3); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
105;17700156204;"International Journal of Applied Decision Sciences";journal;"17558085, 17558077";0,213;Q4;22;37;87;2355;108;87;1,30;63,65;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2023";"Economics and Econometrics (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
106;21101033322;"International Journal on Informatics Visualization";journal;"25499904";0,211;Q4;15;200;241;7715;351;241;1,38;38,58;Indonesia;Asiatic Region;"Politeknik Negeri Padang";"2017-2023";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences"
107;21101039233;"Engineering Project Organization Journal";journal;"21573727, 21573735";0,207;Q4;6;1;28;51;31;26;0,48;51,00;United States;Northern America;"Engineering Project Organization Society (EPOS)";"2019-2022";"Engineering (miscellaneous) (Q3); Building and Construction (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
108;21101056542;"International Journal of Operations Research and Information Systems";journal;"19479328, 19479336";0,207;Q4;7;0;27;0;55;27;3,45;0,00;United States;Northern America;"IGI Global Publishing";"2019-2022";"Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
109;21100421887;"Lecture Notes in Information Systems and Organisation";conference and proceedings;"21954968, 21954976";0,207;-;20;101;701;2858;461;655;0,65;28,30;Germany;Western Europe;"Springer International Publishing AG";"2013-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences"
110;21101089371;"Law, Technology and Humans";journal;"26524074";0,205;Q4;6;30;69;2243;65;67;0,88;74,77;Australia;Pacific Region;"Queensland University of Technology";"2019-2023";"Law (Q3); Social Sciences (miscellaneous) (Q3); Biotechnology (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Information Systems and Management (Q4)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Decision Sciences; Social Sciences"
111;21101121177;"Journal of Defense Analytics and Logistics";journal;"23996439, 23996447";0,201;Q4;4;8;30;463;20;30;0,35;57,88;United Kingdom;Western Europe;"Emerald Publishing";"2017-2023";"Decision Sciences (miscellaneous) (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences"
112;21101073268;"Journal of Industrial Engineering and Engineering Management";journal;"10046062";0,198;Q4;8;122;372;5217;261;372;0,62;42,76;China;Asiatic Region;"Zhejiang University";"2019-2023";"Accounting (Q4); Business and International Management (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
113;21100945266;"Science and Innovation";journal;"24099066, 24134996";0,195;Q4;9;42;177;1171;110;177;0,71;27,88;Ukraine;Eastern Europe;"Publishing House Akademperiodyka";"2014-2023";"Engineering (miscellaneous) (Q3); Law (Q3); Computer Science Applications (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Social Sciences"
114;21100219935;"International Journal of Operations and Quantitative Management";journal;"10821910";0,191;Q4;14;22;69;1259;75;69;1,19;57,23;United States;Northern America;"International Forum of Management Scholars (INFOMS)";"2000-2023";"Business and International Management (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
115;4700152877;"Journal of Agricultural and Food Information";journal;"15404722, 10496505";0,181;Q4;18;5;30;119;12;21;0,22;23,80;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-1996, 2000, 2002-2004, 2006-2023";"Agronomy and Crop Science (Q4); Food Science (Q4); Information Systems and Management (Q4)";"Agricultural and Biological Sciences; Decision Sciences"
116;54666;"International Journal of Networking and Virtual Organisations";journal;"14709503, 17415225";0,173;Q4;21;51;121;1665;105;118;0,89;32,65;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
117;21100889702;"Asia Pacific Journal of Information Systems";journal;"22885404, 22886818";0,170;Q4;8;48;108;3777;83;108;0,70;78,69;South Korea;Asiatic Region;"Korean Society of Management Information Systems";"2018-2023";"Sociology and Political Science (Q3); Information Systems and Management (Q4)";"Decision Sciences; Social Sciences"
118;21100878578;"International Journal of Cyber Warfare and Terrorism";journal;"19473435, 19473443";0,169;Q4;7;1;58;45;47;58;0,66;45,00;United States;Northern America;"IGI Global Publishing";"2018-2023";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems and Management (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
119;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";0,169;Q4;9;8;75;423;59;73;0,90;52,88;United States;Northern America;"IGI Global Publishing";"2017-2023";"Communication (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
120;19300157106;"International Journal of Internet Manufacturing and Services";journal;"17516056, 17516048";0,167;Q4;10;27;52;1200;32;51;0,28;44,44;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2011, 2013-2023";"Computer Networks and Communications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
121;13024;"Acta Cybernetica";journal;"0324721X";0,161;Q4;18;13;70;399;39;67;0,60;30,69;Hungary;Eastern Europe;"University of Szeged, Institute of Informatics";"1990-2023";"Computational Theory and Mathematics (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
122;21100899864;"ECTI Transactions on Computer and Information Technology";journal;"22869131";0,161;Q4;7;49;88;1626;68;88;0,76;33,18;Thailand;Asiatic Region;"ECTI Association Sirindhon International Institute of Technology";"2018-2023";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
123;12364;"International Journal of Information and Management Sciences";journal;"10171819";0,159;Q4;26;15;60;541;40;58;0,25;36,07;Taiwan;Asiatic Region;"Tamkang University";"1996-2023";"Control and Systems Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
124;21100204516;"International Journal of Data Analysis Techniques and Strategies";journal;"17558050, 17558069";0,158;Q4;18;22;54;1013;52;53;0,89;46,05;Switzerland;Western Europe;"Inderscience";"2011-2023";"Applied Mathematics (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Mathematics"
125;21100830763;"Journal of Information Science Theory and Practice";journal;"22879099, 22874577";0,158;Q4;8;24;87;1441;55;87;0,59;60,04;South Korea;Asiatic Region;"Korea Institute of Science and Technology Information";"2017-2023";"Library and Information Sciences (Q3); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Social Sciences"
126;21100200830;"International Journal of Information Science and Management";journal;"20088310, 20088302";0,152;Q4;14;75;134;3284;73;134;0,48;43,79;Iran;Middle East;"Regional Information Center for Science and Technology";"2008-2023";"Library and Information Sciences (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
127;21100853929;"International Journal of Systematic Innovation";journal;"20778767, 20777973";0,151;Q4;6;19;58;855;37;58;0,63;45,00;Taiwan;Asiatic Region;"The Society of Systematic Innovation";"2010-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Mechanical Engineering (Q4); Multidisciplinary (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
128;21100268428;"Journal of ICT Research and Applications";journal;"23375787";0,150;Q4;15;23;52;690;52;52;1,03;30,00;Indonesia;Asiatic Region;"Institut Teknologi Bandung (ITB)";"2013-2023";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
129;21100266730;"International Journal of Information Systems in the Service Sector";journal;"19355688, 19355696";0,148;Q4;15;2;89;63;61;89;0,65;31,50;United States;Northern America;"IGI Global Publishing";"2009-2023";"Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
130;21100887432;"International Journal of Intelligence, Security, and Public Affairs";journal;"23800992, 2380100X";0,145;Q4;7;0;42;0;18;40;0,68;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2021";"Political Science and International Relations (Q3); Information Systems and Management (Q4); Sociology and Political Science (Q4)";"Decision Sciences; Social Sciences"
131;20449;"International Journal of Manufacturing Technology and Management";journal;"13682148, 17415195";0,145;Q4;24;37;88;948;50;88;0,41;25,62;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000-2023";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
132;21100933317;"Journal of Information Systems Security";journal;"15510123, 15510808";0,144;Q4;2;13;28;366;7;21;0,24;28,15;United States;Northern America;"Information Institute";"2019-2023";"Education (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Safety Research (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
133;6400153135;"Source Code for Biology and Medicine";journal;"17510473";0,133;Q4;32;0;1;0;0;1;0,00;0,00;United Kingdom;Western Europe;"BioMed Central Ltd";"2006-2020";"Computer Science Applications (Q4); Health Informatics (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Medicine"
134;21101076095;"Information and Media";journal;"27836207";0,131;Q4;4;18;52;1046;19;52;0,43;58,11;Lithuania;Eastern Europe;"Vilnius University Press";"2022-2023";"Media Technology (Q3); Information Systems and Management (Q4); Library and Information Sciences (Q4); Management of Technology and Innovation (Q4); Physics and Astronomy (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Physics and Astronomy; Social Sciences"
135;19700186899;"International Journal of Applied Systemic Studies";journal;"17510597, 17510589";0,130;Q4;9;22;25;781;15;25;0,23;35,50;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2018, 2020, 2022-2023";"Computer Science Applications (Q4); Control and Systems Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
136;21100222537;"Intelligent Systems Reference Library";book series;"18684394, 18684408";0,115;Q4;39;224;952;8379;923;15;1,08;37,41;United States;Northern America;"Springer Science + Business Media";"2009-2023";"Computer Science (miscellaneous) (Q4); Information Systems and Management (Q4); Library and Information Sciences (Q4)";"Computer Science; Decision Sciences; Social Sciences"
137;21101049060;"Challenges to National Defence in Contemporary Geopolitical Situation";conference and proceedings;"25388959";0,107;-;4;0;79;0;10;78;0,05;0,00;Lithuania;Eastern Europe;"";"2018, 2020, 2022";"Artificial Intelligence; Computer Science Applications; Information Systems and Management; Mechanical Engineering; Political Science and International Relations; Safety Research; Safety, Risk, Reliability and Quality; Sociology and Political Science";"Computer Science; Decision Sciences; Engineering; Social Sciences"
138;21101043804;"Operations Management Education Review";journal;"16497082, 20444567";0,104;Q4;1;0;22;0;2;20;0,13;0,00;United Kingdom;Western Europe;"NeilsonJournals Publishing";"2019-2022";"Decision Sciences (miscellaneous) (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4)";"Decision Sciences"
139;21101023684;"Fabriksoftware";journal;"25697692";0,103;Q4;2;39;127;29;4;98;0,01;0,74;Germany;Western Europe;"Gito Verlag";"2018-2023";"Computer Science Applications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
140;74292;"Foundry Trade Journal International";trade journal;"17589789";0,100;Q4;9;49;66;35;0;61;0,00;0,71;United Kingdom;Western Europe;"FMJ International Publications Ltd";"1979, 1988, 2011-2013, 2017-2023";"Information Systems (Q4); Information Systems and Management (Q4); Software (Q4)";"Computer Science; Decision Sciences"
141;21101152758;"Journal of Information Systems Engineering and Business Intelligence";journal;"25986333, 24432555";;-;2;23;0;1130;0;0;0,00;49,13;Indonesia;Asiatic Region;"Airlangga University";"2023";"Computer Science (miscellaneous); Information Systems; Information Systems and Management; Management Information Systems";"Business, Management and Accounting; Computer Science; Decision Sciences"
